id;name;album;album_id;artists;artist_ids;track_number;disc_number;explicit;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;time_signature;year;release_date
7lmeHLHBe4nmXzuXc0HDjk;Testify;The Battle Of Los Angeles;2eia0myWFgoHuttJytCxgX;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];1;1;FALSE;0.47;0.978;7;-5.399;1;0.0727;0.0261;1.09e-05;0.35600000000000004;0.503;117.906;210133;4.0;1999;02/11/1999
1wsRitfRRtWyEapl0q22o8;Guerrilla Radio;The Battle Of Los Angeles;2eia0myWFgoHuttJytCxgX;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];2;1;TRUE;0.599;0.9570000000000001;11;-5.763.999.999.999.990;1;0.188;0.0129;7.06e-05;0.155;0.489;103.68;206200;4.0;1999;02/11/1999
1hR0fIFK2qRG3f3RF70pb7;Calm Like a Bomb;The Battle Of Los Angeles;2eia0myWFgoHuttJytCxgX;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];3;1;FALSE;0.315;0.97;7;-54.239.999.999.999.900;1;0.483;0.0234;2.03e-06;0.122;0.37;149.749;298893;4.0;1999;02/11/1999
2lbASgTSoDO7MTuLAXlTW0;Mic Check;The Battle Of Los Angeles;2eia0myWFgoHuttJytCxgX;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];4;1;TRUE;0.44;0.9670000000000001;11;-5.83;0;0.237;0.163;3.64e-06;0.121;0.574;9.675.200.000.000.000;213640;4.0;1999;02/11/1999
1MQTmpYOZ6fcMQc56Hdo7T;Sleep Now In the Fire;The Battle Of Los Angeles;2eia0myWFgoHuttJytCxgX;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];5;1;FALSE;0.426;0.929;2;-6.729;1;0.0701;0.00162;0.105;0.0789;0.539;127.059;205600;4.0;1999;02/11/1999
2LXPNLSMAauNJfnC58lSqY;Born of a Broken Man;The Battle Of Los Angeles;2eia0myWFgoHuttJytCxgX;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];6;1;FALSE;0.298;0.848;2;-5.947;1;0.0727;0.0538;0.0015199999999999999;0.201;0.19399999999999998;148.282;280960;4.0;1999;02/11/1999
3moeHk8eIajvUEzVocXukf;Born As Ghosts;The Battle Of Los Angeles;2eia0myWFgoHuttJytCxgX;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];7;1;FALSE;0.41700000000000004;0.976;9;-6.032;1;0.175;0.00042699999999999997;0.000134;0.107;0.483;90.395;202040;4.0;1999;02/11/1999
4llunZfVXv3NvUzXVB3VVL;Maria;The Battle Of Los Angeles;2eia0myWFgoHuttJytCxgX;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];8;1;FALSE;0.27699999999999997;0.873;11;-65.710.000.000.000.000;0;0.0883;0.006940000000000001;5,40E+10;0.188;0.618;17.284.799.999.999.900;228093;4.0;1999;02/11/1999
21Mq0NzFoVRvOmLTOnJjng;Voice of the Voiceless;The Battle Of Los Angeles;2eia0myWFgoHuttJytCxgX;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];9;1;FALSE;0.441;0.882;7;-7.362.999.999.999.990;1;0.044000000000000004;0.0195;0.006840000000000001;0.15;0.418;8.337.100.000.000.000;151573;4.0;1999;02/11/1999
6s2FgJbnnMwFTpWJZzvb6z;New Millennium Homes;The Battle Of Los Angeles;2eia0myWFgoHuttJytCxgX;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];10;1;FALSE;0.44799999999999995;0.861;9;-6.12;1;0.0676;0.0030600000000000002;0.0;0.0987;0.7609999999999999;92.777;224933;4.0;1999;02/11/1999
7o2Razxnl33Jrgz4PpMYNa;Ashes In the Fall;The Battle Of Los Angeles;2eia0myWFgoHuttJytCxgX;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];11;1;TRUE;0.456;0.7040000000000001;7;-6.687;1;0.0982;0.0052;4.12e-06;0.0595;0.6559999999999999;140.629;277267;4.0;1999;02/11/1999
3Hxu3Ey1TV9mZ5XqMXckiS;War Within a Breath;The Battle Of Los Angeles;2eia0myWFgoHuttJytCxgX;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];12;1;FALSE;0.39899999999999997;0.965;6;-5.901;1;0.14300000000000002;0.00442;0.0314;0.3670000000000001;0.174;98.464;216427;4.0;1999;02/11/1999
6ZU9RJIZ0fNaFuQM57bDIA;Bombtrack;Rage Against The Machine;4LaRYkT4oy47wEuQgkLBul;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];1;1;TRUE;0.478;0.855;4;-7.438;0;0.121;0.0134;3.18e-05;0.179;0.6679999999999999;151.93;243760;4.0;1992;03/11/1992
3FUS56gKr9mVBmzvlnodlh;Killing In the Name;Rage Against The Machine;4LaRYkT4oy47wEuQgkLBul;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];2;1;TRUE;0.457;0.779;7;-63.229.999.999.999.900;1;0.257;0.0185;2.04e-06;0.0247;0.7340000000000001;86.573;313667;4.0;1992;03/11/1992
3tTL7jlSkowXidYeafFtwG;Take the Power Back;Rage Against The Machine;4LaRYkT4oy47wEuQgkLBul;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];3;1;TRUE;0.542;0.8420000000000001;1;-71.370.000.000.000.000;1;0.17300000000000001;0.043;0.000153;0.17300000000000001;0.301;104.772;335840;4.0;1992;03/11/1992
2vuDdXqekkDCSdawJyUpT6;Settle for Nothing;Rage Against The Machine;4LaRYkT4oy47wEuQgkLBul;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];4;1;FALSE;0.516;0.5329999999999999;7;-9.562.999.999.999.990;1;0.0429;0.0253;4.71e-05;0.113;0.29;9.773.200.000.000.000;287333;4.0;1992;03/11/1992
11cxKUEgnVAlesUKt4e3br;Bullet In the Head;Rage Against The Machine;4LaRYkT4oy47wEuQgkLBul;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];5;1;TRUE;0.418;0.8059999999999999;4;-6.965;1;0.128;0.0032;0.000788;0.623;0.447;164.202;307067;4.0;1992;03/11/1992
1IDAJagxB9AQjjYXaiDK1j;Know Your Enemy;Rage Against The Machine;4LaRYkT4oy47wEuQgkLBul;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];6;1;TRUE;0.574;0.765;4;-7.755;1;0.128;0.0141;0.0037799999999999995;0.136;0.613;11.763.600.000.000.000;294693;4.0;1992;03/11/1992
6zbHSDJjgrNdfIxPyGfPBt;Wake Up;Rage Against The Machine;4LaRYkT4oy47wEuQgkLBul;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];7;1;FALSE;0.41100000000000003;0.823;7;-75.539.999.999.999.900;1;0.115;0.00316;0.0148;0.149;0.573;17.028.099.999.999.900;364133;4.0;1992;03/11/1992
3YEk8mVdMI7rxtfimlUd1G;Fistful of Steel;Rage Against The Machine;4LaRYkT4oy47wEuQgkLBul;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];8;1;FALSE;0.52;0.755;4;-9.031;0;0.134;0.0195;0.34;0.0956;0.608;155.513;331107;4.0;1992;03/11/1992
0WK0EqiidP6WEDOHK34HEe;Township Rebellion;Rage Against The Machine;4LaRYkT4oy47wEuQgkLBul;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];9;1;TRUE;0.525;0.597;2;-8.578;1;0.0551;0.00747;0.005529999999999999;0.35100000000000003;0.47;133.58;324427;4.0;1992;03/11/1992
1zVE9JBBy8j0KmlbM8Xwhi;Freedom;Rage Against The Machine;4LaRYkT4oy47wEuQgkLBul;['Rage Against The Machine'];['2d0hyoQ5ynDBnkvAbJKORj'];10;1;FALSE;0.499;0.613;7;-8.53;1;0.0953;0.00061;0.0225;0.23199999999999998;0.531;11.357.700.000.000.000;366267;4.0;1992;03/11/1992
2SwgVZn9S4NGueAaEAryf1;Man on a Mission;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];1;1;FALSE;0.787;0.903;0;-4.894;1;0.0315;0.292;2.48e-05;0.10099999999999999;0.9620000000000001;119.946;224307;4.0;2018;10/04/2018
0QCQ1Isa0YPVyIbs6JwpO1;Do It for Love;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];2;1;FALSE;0.5870000000000001;0.958;4;-5.149;1;0.0586;0.107;0.0;0.0574;0.8320000000000001;87.976;238000;4.0;2018;10/04/2018
3kIBEFhsZOeeKGebxRraOb;Someday We'll Know;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];3;1;FALSE;0.565;0.7809999999999999;1;-5.073;0;0.0308;0.0233;9.91e-06;0.0819;0.461;109.977;268013;4.0;2018;10/04/2018
5dNDRw6qjDcnbW3luRhElU;Forever for You;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];4;1;FALSE;0.6509999999999999;0.5670000000000001;9;-64.170.000.000.000.000;1;0.024;0.562;5.78e-06;0.18600000000000005;0.37;97.03;277813;4.0;2018;10/04/2018
561UU4MvlsCenN1x7leYCh;Life's Too Short;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];5;1;FALSE;0.833;0.805;0;-4.553.999.999.999.990;1;0.0347;0.076;0.0136;0.0731;0.9740000000000001;11.601.299.999.999.900;209960;4.0;2018;10/04/2018
5ytl6Ay8G7ucmujk9R3S0c;Getaway Car;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];6;1;FALSE;0.782;0.619;8;-57.589.999.999.999.900;1;0.0266;0.264;0.0;0.0607;0.898;11.000.399.999.999.900;229253;4.0;2018;10/04/2018
0zjqm0VWOQT9is5gT9CTib;Make You Stay;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];7;1;FALSE;0.605;0.9209999999999999;9;-4.336;0;0.0407;0.0203;0.0;0.228;0.705;90.02;221174;4.0;2018;10/04/2018
5UMTzSiB8mMu9vuo2PZkhd;Miss DJ;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];8;1;FALSE;0.679;0.8909999999999999;10;-3.531;1;0.0339;0.0953;0.0;0.155;0.965;102.992;229213;4.0;2018;10/04/2018
6Uz62Rd9XadpjT8Zebgwq2;She Got Me Bad;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];9;1;FALSE;0.61;0.7440000000000001;10;-5.819;1;0.0506;0.41;0.0;0.142;0.672;17.000.099.999.999.900;196280;4.0;2018;10/04/2018
7IYXfiXsiMdhcboT6Vw7Qu;Breath of Your Life;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];10;1;FALSE;0.705;0.769;1;-70.829.999.999.999.900;1;0.0348;0.281;0.0;0.0997;0.795;9.600.299.999.999.990;234987;4.0;2018;10/04/2018
0dT5eHAqMNchKMw06dgyFW;Intuition;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];11;1;FALSE;0.77;0.55;7;-6.515;1;0.034;0.536;0.0;0.149;0.6559999999999999;125.919;250693;4.0;2018;10/04/2018
3nvfZxZcdZ5rIy8bxAr5fX;Heartbreak Time;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];12;1;FALSE;0.611;0.61;5;-7.851;0;0.0393;0.299;0.0;0.297;0.684;171.995;246400;4.0;2018;10/04/2018
2nWM35FPxkYAWHHv9hrczL;Something About You;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];13;1;FALSE;0.8;0.552;10;-62.079.999.999.999.900;1;0.0244;0.158;0.0;0.16699999999999998;0.34700000000000003;98.022;242907;4.0;2018;10/04/2018
1pxJE4N74aGkC6BbIUhq3P;Love in a Dangerous Time;Do It for Love;4evw6IBex3N8x1oA2axMTH;['Daryl Hall & John Oates'];['77tT1kLj6mCWtFNqiOmP9H'];14;1;FALSE;0.593;0.95;8;-6.72;1;0.0403;0.183;0.000251;0.0615;0.7909999999999999;99.016;296008;4.0;2018;10/04/2018
5oLsi3F0C26MGnXJcnzQyB;Love The One You're With;Fridays Child;0eaPZK3nTV2Ei075j2t6Na;['Will Young'];['2U6gqwyl9F33YxawnFrZG7'];1;1;FALSE;0.61;0.883;0;-5.888.999.999.999.990;1;0.0749;0.24;0.0;0.248;0.6409999999999999;9.503.399.999.999.990;215093;4.0;2003;01/12/2003
7xGWDXdFKvsapcORfJuloO;Your Game;Fridays Child;0eaPZK3nTV2Ei075j2t6Na;['Will Young'];['2U6gqwyl9F33YxawnFrZG7'];2;1;FALSE;0.741;0.632;11;-7.837.999.999.999.990;0;0.0431;0.077;0.0;0.0334;0.593;9.298.700.000.000.000;250000;4.0;2003;01/12/2003
0AqhwhQv1xnqCH9wzlQ7PE;Stronger;Fridays Child;0eaPZK3nTV2Ei075j2t6Na;['Will Young'];['2U6gqwyl9F33YxawnFrZG7'];3;1;FALSE;0.645;0.513;0;-8.404;1;0.0391;0.29600000000000004;3.75e-06;0.109;0.6829999999999999;75.008;318720;4.0;2003;01/12/2003
4mZsyuthp695XQWwb2g3qe;Leave Right Now;Fridays Child;0eaPZK3nTV2Ei075j2t6Na;['Will Young'];['2U6gqwyl9F33YxawnFrZG7'];4;1;FALSE;0.6409999999999999;0.445;6;-8.674;1;0.0368;0.145;0.0;0.10800000000000001;0.38299999999999995;81.931;214733;4.0;2003;01/12/2003
5nvUqq0fvB0GN6mqzDc9Ey;Love Is A Matter Of Distance;Fridays Child;0eaPZK3nTV2Ei075j2t6Na;['Will Young'];['2U6gqwyl9F33YxawnFrZG7'];5;1;FALSE;0.5429999999999999;0.56;8;-6.982;1;0.024;0.51;0.0;0.0954;0.304;99.941;178027;4.0;2003;01/12/2003
4KepeWvq5KfZUevd0cQ70T;Dance The Night Away;Fridays Child;0eaPZK3nTV2Ei075j2t6Na;['Will Young'];['2U6gqwyl9F33YxawnFrZG7'];6;1;FALSE;0.77;0.757;11;-5.386;0;0.044000000000000004;0.17300000000000001;8.87e-06;0.0244;0.596;99.994;245573;4.0;2003;01/12/2003
3VXoePG7JjYl2ay8fzLhtG;Very Kind;Fridays Child;0eaPZK3nTV2Ei075j2t6Na;['Will Young'];['2U6gqwyl9F33YxawnFrZG7'];7;1;FALSE;0.77;0.28800000000000003;9;-10.32;0;0.0526;0.11199999999999999;0.0;0.16399999999999998;0.44;79.962;310013;4.0;2003;01/12/2003
41YN3uBz1PpFNZtmAAaSKS;Free;Fridays Child;0eaPZK3nTV2Ei075j2t6Na;['Will Young'];['2U6gqwyl9F33YxawnFrZG7'];8;1;FALSE;0.7170000000000001;0.616;6;-8.087;0;0.0277;0.0576;0.0;0.0497;0.6920000000000001;9.862.799.999.999.990;247067;4.0;2003;01/12/2003
2nO4uKyReZHH7JS61yT2nS;Going My Way;Fridays Child;0eaPZK3nTV2Ei075j2t6Na;['Will Young'];['2U6gqwyl9F33YxawnFrZG7'];9;1;FALSE;0.564;0.395;11;-9.912;1;0.125;0.337;0.0;0.289;0.374;84.896;221347;4.0;2003;01/12/2003
4L4Ug6ah2UXH3JDlpeduRf;Out Of My Mind;Fridays Child;0eaPZK3nTV2Ei075j2t6Na;['Will Young'];['2U6gqwyl9F33YxawnFrZG7'];10;1;FALSE;0.79;0.83;7;-7.254;1;0.0623;0.0472;0.0;0.13;0.945;120.955;187640;4.0;2003;01/12/2003
2JgPlDkLbdcRk5Jp3e7Pgm;Friday's Child;Fridays Child;0eaPZK3nTV2Ei075j2t6Na;['Will Young'];['2U6gqwyl9F33YxawnFrZG7'];11;1;FALSE;0.545;0.6890000000000001;6;-7.063;1;0.0394;0.0998;0.13;0.11599999999999999;0.7959999999999999;164.003;540933;4.0;2003;01/12/2003
5Kz6iIkOBZepijORtkfEvj;Listen For The Laugh;Dart To The Heart;2yxoWG32Id6PzkER95aCtY;['Bruce Cockburn'];['4sh4MHP7lhrSUakxwZzwqz'];1;1;FALSE;0.521;0.8140000000000001;2;-7.903;1;0.0546;0.23;0.13;0.28800000000000003;0.894;172.989;247293;3.0;1994;01/03/1994
6uu5fXS1JPfX3pGArifC8A;All The Ways I Want You;Dart To The Heart;2yxoWG32Id6PzkER95aCtY;['Bruce Cockburn'];['4sh4MHP7lhrSUakxwZzwqz'];2;1;FALSE;0.6970000000000001;0.23399999999999999;4;-14.984.000.000.000.000;1;0.0301;0.523;0.00364;0.10400000000000001;0.336;10.160.799.999.999.900;258600;4.0;1994;01/03/1994
6AGrDsrNVFeTTl4sQHfqsY;Bone In My Ear;Dart To The Heart;2yxoWG32Id6PzkER95aCtY;['Bruce Cockburn'];['4sh4MHP7lhrSUakxwZzwqz'];3;1;FALSE;0.41700000000000004;0.365;9;-12.710.999.999.999.900;0;0.0344;0.741;0.000641;0.258;0.307;172.692;225867;3.0;1994;01/03/1994
1MdS31xYweAsuwj7fdR8xA;Burden Of The Angel/Beast;Dart To The Heart;2yxoWG32Id6PzkER95aCtY;['Bruce Cockburn'];['4sh4MHP7lhrSUakxwZzwqz'];4;1;FALSE;0.695;0.312;2;-13.338;1;0.0293;0.7929999999999999;0.0146;0.10400000000000001;0.3720000000000001;125.427;390667;4.0;1994;01/03/1994
0rHW20CX7izpkFLVj6RhtM;Scanning These Crowds;Dart To The Heart;2yxoWG32Id6PzkER95aCtY;['Bruce Cockburn'];['4sh4MHP7lhrSUakxwZzwqz'];5;1;FALSE;0.584;0.611;2;-9.104;1;0.0291;0.139;0.000113;0.115;0.43799999999999994;118.199;229533;4.0;1994;01/03/1994
31v1dqATMAtTPlZjOE3Tou;Southland Of The Heart;Dart To The Heart;2yxoWG32Id6PzkER95aCtY;['Bruce Cockburn'];['4sh4MHP7lhrSUakxwZzwqz'];6;1;FALSE;0.562;0.303;0;-13.376;1;0.0261;0.0367;0.000332;0.0837;0.242;70.465;289893;4.0;1994;01/03/1994
4M2EK2o9Zgy2jeqLVifARM;Train In The Rain;Dart To The Heart;2yxoWG32Id6PzkER95aCtY;['Bruce Cockburn'];['4sh4MHP7lhrSUakxwZzwqz'];7;1;FALSE;0.5589999999999999;0.313;4;-17.002;1;0.0463;0.94;0.879;0.0981;0.743;10.292.200.000.000.000;223173;4.0;1994;01/03/1994
59gijFhkwYNY2IAw0wg2PX;Someone I Used To Love;Dart To The Heart;2yxoWG32Id6PzkER95aCtY;['Bruce Cockburn'];['4sh4MHP7lhrSUakxwZzwqz'];8;1;FALSE;0.45899999999999996;0.33399999999999996;9;-13.8;1;0.0309;0.48100000000000004;6.7e-05;0.11;0.384;82.948;214907;4.0;1994;01/03/1994
1dVT2CbuH0j9rKco5dvkLI;Love Loves You Too;Dart To The Heart;2yxoWG32Id6PzkER95aCtY;['Bruce Cockburn'];['4sh4MHP7lhrSUakxwZzwqz'];9;1;FALSE;0.613;0.294;4;-13.13;1;0.0311;0.8109999999999999;0.0243;0.10800000000000001;0.174;81.959;253933;4.0;1994;01/03/1994
3bM7rvHfGmCxRPOiPE177Y;Sunrise On The Mississippi;Dart To The Heart;2yxoWG32Id6PzkER95aCtY;['Bruce Cockburn'];['4sh4MHP7lhrSUakxwZzwqz'];10;1;FALSE;0.568;0.307;0;-13.334.000.000.000.000;1;0.0428;0.877;0.898;0.265;0.76;14.266.299.999.999.900;181133;4.0;1994;01/03/1994
2IHBrlBh7aurAatdXG2yTb;Closer to the Light;Dart To The Heart;2yxoWG32Id6PzkER95aCtY;['Bruce Cockburn'];['4sh4MHP7lhrSUakxwZzwqz'];11;1;FALSE;0.536;0.21899999999999997;11;-18.2;0;0.03;0.34;0.0362;0.12300000000000001;0.306;143.576;250333;3.0;1994;01/03/1994
7rrMXOKZNmoO10wgvwNj5H;Tie Me At The Crossroads;Dart To The Heart;2yxoWG32Id6PzkER95aCtY;['Bruce Cockburn'];['4sh4MHP7lhrSUakxwZzwqz'];12;1;FALSE;0.586;0.742;9;-68.839.999.999.999.900;1;0.0493;0.023;8.77e-06;0.0697;0.968;17.000.900.000.000.000;170507;4.0;1994;01/03/1994
6LiqMOJNu3pMKO6M1cTsgA;Amber Waves;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];1;1;FALSE;0.5760000000000001;0.494;9;-9.917;1;0.0262;0.898;0.00443;0.139;0.4370000000000001;100.0;219400;4.0;2002;28/10/2002
7Kwmac3lkTQ8tPyAVQ0L8G;A Sorta Fairytale;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];2;1;FALSE;0.605;0.46299999999999997;5;-9.805;0;0.0433;0.6829999999999999;0.0206;0.091;0.888;153.072;328600;4.0;2002;28/10/2002
5AYTqYsVCLGRZn260BdzhA;Wednesday;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];3;1;FALSE;0.5529999999999999;0.413;7;-13.424.000.000.000.000;0;0.0367;0.888;0.0015199999999999999;0.0902;0.39899999999999997;106.479;149107;5.0;2002;28/10/2002
23x2sdNqlVYtl5gWGyNFde;strange;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];4;1;FALSE;0.5329999999999999;0.319;10;-11.448;1;0.0323;0.885;0.00387;0.11800000000000001;0.19699999999999998;119.475;185987;3.0;2002;28/10/2002
5lRtnfrCah6ntObtZLbZTU;Carbon;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];5;1;FALSE;0.44799999999999995;0.584;8;-9.971;0;0.0296;0.8029999999999999;0.33399999999999996;0.0858;0.4270000000000001;15.799.200.000.000.000;273333;3.0;2002;28/10/2002
6SlnEnfXXRN56646HSFcO5;Crazy;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];6;1;FALSE;0.465;0.375;2;-11.737;0;0.0292;0.7609999999999999;0.0218;0.13;0.233;131.164;263293;3.0;2002;28/10/2002
76zFGcQrel57hYKVLseQDN;wampum prayer;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];7;1;FALSE;0.496;0.15;8;-16.816;1;0.24600000000000002;0.977;0.000202;0.158;0.22699999999999998;130.123;44333;4.0;2002;28/10/2002
78ooTgHdUvkvmKqm5bw293;don't make me come to Vegas;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];8;1;FALSE;0.685;0.4320000000000001;7;-11.277.999.999.999.900;1;0.0373;0.861;0.21;0.0883;0.611;9.702.799.999.999.990;291560;4.0;2002;28/10/2002
5uvY2yM4HMKdwijMCPrd4x;Sweet Sangria;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];9;1;FALSE;0.6779999999999999;0.49;0;-10.468;1;0.0361;0.672;0.000643;0.188;0.685;13.497.799.999.999.900;241693;4.0;2002;28/10/2002
5qGqSVrQC55BPAKhJj5Ftv;Your Cloud;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];10;1;FALSE;0.591;0.299;6;-14.459.000.000.000.000;1;0.0287;0.847;0.0455;0.106;0.149;11.301.899.999.999.900;270680;4.0;2002;28/10/2002
3UkYhZrL4RrjQbxxth6uQ0;Pancake;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];11;1;FALSE;0.5920000000000001;0.55;2;-9.097.000.000.000.000;0;0.0284;0.8;0.00364;0.114;0.573;133.952;234827;4.0;2002;28/10/2002
0AByf8LXqfnKa1UW7kbxsr;I Can't See New York;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];12;1;FALSE;0.45899999999999996;0.401;5;-11.675;0;0.0271;0.8759999999999999;0.0941;0.0762;0.18;10.163.600.000.000.000;434907;4.0;2002;28/10/2002
1ymMLSCjjk9tuVC0ZhfmBh;mrs. jesus;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];13;1;FALSE;0.485;0.295;9;-12.633;1;0.0324;0.9209999999999999;0.0283;0.177;0.223;12.316.799.999.999.900;185253;4.0;2002;28/10/2002
5p8pLI3XwrwiIdxdw2Rlgd;Taxi Ride;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];14;1;FALSE;0.55;0.6629999999999999;8;-75.870.000.000.000.000;1;0.0359;0.353;0.0141;0.13;0.642;16.600.799.999.999.900;240333;4.0;2002;28/10/2002
2tu3GBzpVQfD8gtYsIm2o5;Another Girl's Paradise;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];15;1;FALSE;0.618;0.415;0;-10.982.999.999.999.900;1;0.0307;0.7140000000000001;0.00156;0.142;0.24100000000000002;12.309.899.999.999.900;214613;4.0;2002;28/10/2002
4lDMOr82Ks0qcXSe9hp4f0;Scarlet's Walk;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];16;1;FALSE;0.444;0.392;3;-12.270.999.999.999.900;0;0.0273;0.963;0.0561;0.106;0.327;81.531;256853;4.0;2002;28/10/2002
1MjpQ68nD7GhX2GusCyPD5;Virginia;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];17;1;FALSE;0.457;0.49;6;-10.096;0;0.0273;0.87;0.161;0.136;0.22899999999999998;140.972;235147;3.0;2002;28/10/2002
0UxGJ0eyqOdcPrOWCNJtmp;Gold Dust;Scarlet's Walk;5JnLg2nd43M3NS4NfVrIdQ;['Tori Amos'];['1KsASRNugxU85T0u6zSg32'];18;1;FALSE;0.276;0.22399999999999998;3;-11.98;0;0.0352;0.9229999999999999;0.00425;0.102;0.261;12.768.799.999.999.900;356147;4.0;2002;28/10/2002
6RovFMOG0avksTizHRlbUi;Rosaryville;Rosaryville;747XdfKqkymjuvap8Lm1Hv;['Kate Campbell'];['1NZA6DefBtQo2PgcmBtnTg'];1;1;FALSE;0.7290000000000001;0.5870000000000001;5;-7.853;1;0.0276;0.336;1.53e-06;0.0668;0.636;129.833;269507;4.0;1999;20/07/1999
